dist	Gene	pairLabel
11.990609	VMP1	Nuc2_gene3_SE115
12.710867	VMP1	Nuc2_gene1_SE116
9.895095	VMP1	Nuc2_gene2_SE116
10.186822	VMP1	Nuc2_gene3_SE116
9.488827	VMP1	Nuc2_gene1_SE117
7.65546	VMP1	Nuc2_gene2_SE117
6.098002	VMP1	Nuc2_gene3_SE117
12.176433	VMP1	Nuc2_gene1_SE118
8.15208	VMP1	Nuc2_gene2_SE118
9.51913	VMP1	Nuc2_gene3_SE118
11.039097	VMP1	Nuc2_gene1_SE119
7.569243	VMP1	Nuc2_gene2_SE119
8.120501	VMP1	Nuc2_gene3_SE119
12.321529	VMP1	Nuc2_gene1_SE120
9.940117	VMP1	Nuc2_gene2_SE120
9.881827	VMP1	Nuc2_gene3_SE120
13.323002	VMP1	Nuc2_gene1_SE121
9.78594	VMP1	Nuc2_gene2_SE121
10.8652	VMP1	Nuc2_gene3_SE121
14.225324	VMP1	Nuc2_gene1_SE122
11.969558	VMP1	Nuc2_gene2_SE122
12.084558	VMP1	Nuc2_gene3_SE122
10.789247	VMP1	Nuc2_gene1_SE123
7.540282	VMP1	Nuc2_gene2_SE123
7.577076	VMP1	Nuc2_gene3_SE123
11.062439	VMP1	Nuc2_gene1_SE124
7.464502	VMP1	Nuc2_gene2_SE124
8.005856	VMP1	Nuc2_gene3_SE124
11.490731	VMP1	Nuc2_gene1_SE125
8.21825	VMP1	Nuc2_gene2_SE125
8.629714	VMP1	Nuc2_gene3_SE125
14.325043	VMP1	Nuc2_gene1_SE126
11.438199	VMP1	Nuc2_gene2_SE126
12.142902	VMP1	Nuc2_gene3_SE126
11.297179	VMP1	Nuc2_gene1_SE127
7.6011	VMP1	Nuc2_gene2_SE127
8.287021	VMP1	Nuc2_gene3_SE127
12.75193	VMP1	Nuc2_gene1_SE128
9.124575	VMP1	Nuc2_gene2_SE128
10.164586	VMP1	Nuc2_gene3_SE128
10.234166	VMP1	Nuc2_gene1_SE129
7.867862	VMP1	Nuc2_gene2_SE129
6.870246	VMP1	Nuc2_gene3_SE129
10.921599	VMP1	Nuc2_gene1_SE130
8.428054	VMP1	Nuc2_gene2_SE130
7.895487	VMP1	Nuc2_gene3_SE130
10.67848	VMP1	Nuc2_gene1_SE131
8.860797	VMP1	Nuc2_gene2_SE131
7.624805	VMP1	Nuc2_gene3_SE131
12.835962	VMP1	Nuc2_gene1_SE132
9.215931	VMP1	Nuc2_gene2_SE132
10.193118	VMP1	Nuc2_gene3_SE132
12.753305	VMP1	Nuc2_gene1_SE133
10.393448	VMP1	Nuc2_gene2_SE133
10.216651	VMP1	Nuc2_gene3_SE133
12.553085	VMP1	Nuc2_gene1_SE134
9.130165	VMP1	Nuc2_gene2_SE134
9.746202	VMP1	Nuc2_gene3_SE134
12.460332	VMP1	Nuc2_gene1_SE135
9.721932	VMP1	Nuc2_gene2_SE135
9.755151	VMP1	Nuc2_gene3_SE135
11.188198	VMP1	Nuc2_gene1_SE136
9.277005	VMP1	Nuc2_gene2_SE136
8.095484	VMP1	Nuc2_gene3_SE136
13.691177	VMP1	Nuc2_gene1_SE137
10.905416	VMP1	Nuc2_gene2_SE137
11.112758	VMP1	Nuc2_gene3_SE137
13.871152	VMP1	Nuc2_gene1_SE138
11.268948	VMP1	Nuc2_gene2_SE138
11.452125	VMP1	Nuc2_gene3_SE138
12.881951	VMP1	Nuc2_gene1_SE139
10.819968	VMP1	Nuc2_gene2_SE139
